Improving Parameter,Worsening Parameter,Inventive Principles
05 Area of Moving Object,17 Energy Used by Stationary Object,IP #3 and IP #17 and IP #19 and IP #36 and IP #5 and IP #1 and IP #38
05 Area of Moving Object,18 Power,IP #19 and IP #40 and IP #18 and IP #1 and IP #30 and IP #10 and IP #32
05 Area of Moving Object,19 Stress/Pressure,IP #15 and IP #30 and IP #10 and IP #40 and IP #28 and IP #36 and IP #1 and IP #2 and IP #13
05 Area of Moving Object,20 Strength,IP #3 and IP #15 and IP #40 and IP #14 and IP #5 and IP #1 and IP #4 and IP #35 and IP #11
05 Area of Moving Object,21 Stability,IP #2 and IP #11 and IP #13 and IP #35 and IP #1 and IP #39 and IP #24 and IP #40 and IP #26
05 Area of Moving Object,22 Temperature,IP #3 and IP #15 and IP #19 and IP #36 and IP #1 and IP #24 and IP #32 and IP #31 and IP #16
05 Area of Moving Object,23 Illumination Intensity,IP #19 and IP #13 and IP #15 and IP #32 and IP #30 and IP #1 and IP #35
05 Area of Moving Object,24 Function Efficiency,IP #3 and IP #17 and IP #1 and IP #15 and IP #19 and IP #3 and IP #24
05 Area of Moving Object,25 Loss of Substance,IP #2 and IP #17 and IP #35 and IP #3 and IP #10 and IP #24 and IP #28 and IP #36 and IP #34
05 Area of Moving Object,26 Loss of Time,IP #2 and IP #26 and IP #35 and IP #39 and IP #4 and IP #24
05 Area of Moving Object,27 Loss of Energy,IP #17 and IP #15 and IP #30 and IP #2 and IP #1 and IP #26 and IP #24 and IP #28 and IP #19
05 Area of Moving Object,28 Loss of Information,IP #3 and IP #2 and IP #17 and IP #24 and IP #26 and IP #30 and IP #13 and IP #14
05 Area of Moving Object,29 Noise,IP #3 and IP #35 and IP #1 and IP #14 and IP #25 and IP #31 and IP #9
05 Area of Moving Object,30 Harmful Emissions,IP #2 and IP #19 and IP #31 and IP #25 and IP #18 and IP #34 and IP #35 and IP #36 and IP #38
05 Area of Moving Object,31 Other Harmful Effects Generated by System,IP #17 and IP #2 and IP #18 and IP #15 and IP #39 and IP #31 and IP #3
05 Area of Moving Object,32 Adaptability/Versatility,IP #15 and IP #3 and IP #35 and IP #1 and IP #30 and IP #40 and IP #2 and IP #25
05 Area of Moving Object,33 Compatibility/ Connectability,IP #28 and IP #3 and IP #17 and IP #10 and IP #23 and IP #15 and IP #4 and IP #2
05 Area of Moving Object,34 Trainability/Operability/Controllability,IP #15 and IP #17 and IP #25 and IP #13 and IP #1 and IP #16 and IP #19
05 Area of Moving Object,35 Reliability/Robustness,IP #17 and IP #3 and IP #28 and IP #35 and IP #29 and IP #5 and IP #2 and IP #9
05 Area of Moving Object,36 Repairability,IP #35 and IP #15 and IP #10 and IP #25 and IP #1 and IP #28 and IP #2
05 Area of Moving Object,37 Security,IP #1 and IP #28 and IP #10 and IP #35 and IP #2 and IP #19
05 Area of Moving Object,38 Safety/Vulnerability,IP #3 and IP #35 and IP #14 and IP #29 and IP #19 and IP #1 and IP #5
05 Area of Moving Object,39 Aesthetics/Appearance,IP #17 and IP #3 and IP #14 and IP #15 and IP #13 and IP #4 and IP #5 and IP #7 and IP #1
05 Area of Moving Object,40 Other Harmful Effects Acting on System,IP #28 and IP #1 and IP #3 and IP #2 and IP #33 and IP #13 and IP #22 and IP #27 and IP #35
05 Area of Moving Object,41 Manufacturability,IP #3 and IP #1 and IP #13 and IP #24 and IP #26 and IP #35 and IP #16 and IP #20
05 Area of Moving Object,42 Manufacture Precision/Consistency,IP #35 and IP #2 and IP #13 and IP #25 and IP #14 and IP #32 and IP #1 and IP #5
05 Area of Moving Object,43 Automation,IP #14 and IP #28 and IP #1 and IP #5 and IP #30 and IP #23 and IP #3 and IP #2
05 Area of Moving Object,44 Productivity,IP #10 and IP #2 and IP #26 and IP #17 and IP #15 and IP #19 and IP #34 and IP #38
05 Area of Moving Object,45 System Complexity,IP #14 and IP #17 and IP #5 and IP #7 and IP #35 and IP #1 and IP #29 and IP #16 and IP #10
05 Area of Moving Object,46 Control Complexity,IP #35 and IP #3 and IP #5 and IP #25 and IP #1 and IP #28
05 Area of Moving Object,47 Ability to Detect/Measure,IP #2 and and IP #26 and IP #19 and IP #3 and IP #32 and IP #36 and IP #18 and IP #31
05 Area of Moving Object,48 Measurement Precision,IP #3 and IP #32 and IP #26 and IP #25 and IP #1 and IP #10 and IP #37
06 Area of Stationary Object,01 Weight of Moving Object,IP #14 and IP #31 and IP #17 and IP #19 and IP #4 and IP #13 and IP #3 and IP #12
06 Area of Stationary Object,02 Weight of Stationary Object,IP #35 and IP #14 and IP #31 and IP #30 and IP #17 and IP #4 and IP #18
06 Area of Stationary Object,03 Length/Angle of Moving Object,IP #17 and IP #19 and IP #3 and IP #13 and IP #1 and IP #14
06 Area of Stationary Object,04 Length/Angle of Stationary Object,IP #17 and IP #14 and IP #3 and IP #4 and IP #7 and IP #9 and IP #24 and IP #13 and IP #26
06 Area of Stationary Object,05 Area of Moving Object,IP #4 and IP #31 and IP #7 and IP #19 and IP #15 and IP #14 and IP #3 and IP #13
06 Area of Stationary Object,06 Area of Stationary Object,see physical contradiction
06 Area of Stationary Object,07 Volume of Moving Object,IP #17 and IP #18 and IP #14 and IP #7 and IP #30 and IP #13 and IP #26
06 Area of Stationary Object,08 Volume of Stationary Object,IP #14 and IP #28 and IP #26 and IP #13 and IP #4 and IP #35 and IP #17
06 Area of Stationary Object,09 Shape,IP #17 and IP #5 and IP #4 and IP #7 and IP #28 and IP #26 and IP #14
06 Area of Stationary Object,10 Amount of Substance,IP #35 and IP #26 and IP #1 and IP #4 and IP #17 and IP #18 and IP #40
06 Area of Stationary Object,11 Amount of Information,IP #26 and IP #17 and IP #2 and IP #13 and IP #30 and IP #35 and IP #7 and IP #24
06 Area of Stationary Object,12 Duration of Action of Moving Object,IP #13 and IP #19 and IP #37 and IP #10 and IP #35 and IP #14 and IP #5
06 Area of Stationary Object,13 Duration of Action of Stationary Object,IP #10 and IP #2 and IP #30 and IP #25 and IP #13 and IP #37 and IP #26 and IP #5
06 Area of Stationary Object,14 Speed,IP #26 and IP #28 and IP #17 and IP #13 and IP #14 and IP #5 and IP #2 and IP #35 and IP #3
06 Area of Stationary Object,15 Force/Torque,IP #14 and IP #1 and IP #35 and IP #3 and IP #18 and IP #17 and IP #36
06 Area of Stationary Object,16 Energy Used by Moving Object,IP #35 and IP #19 and IP #13 and IP #28 and IP #1
06 Area of Stationary Object,17 Energy Used by Stationary Object,IP #35 and IP #40 and IP #17 and IP #13 and IP #2 and IP #28
06 Area of Stationary Object,18 Power,IP #35 and IP #17 and IP #13 and IP #19 and IP #28 and IP #32 and IP #37 and IP #2
06 Area of Stationary Object,19 Stress/Pressure,IP #15 and IP #35 and IP #9 and IP #17 and IP #14 and IP #3 and IP #40 and IP #37 and IP #36
06 Area of Stationary Object,20 Strength,IP #40 and IP #2 and IP #17 and IP #35 and IP #3 and IP #14 and IP #8 and IP #36
06 Area of Stationary Object,21 Stability,IP #35 and IP #24 and IP #29 and IP #10 and IP #14 and IP #38 and IP #2
06 Area of Stationary Object,22 Temperature,IP #35 and IP #24 and IP #39 and IP #32 and IP #3 and IP #36 and IP #4
06 Area of Stationary Object,23 Illumination Intensity,IP #1 and IP #40 and IP #24 and IP #35 and IP #17 and IP #3 and IP #32
06 Area of Stationary Object,24 Function Efficiency,IP #28 and IP #3 and IP #13 and IP #12 and IP #1 and IP #14 and IP #4 and IP #15 and IP #19 and 
06 Area of Stationary Object,25 Loss of Substance,IP #17 and IP #14 and IP #12 and IP #10 and IP #18 and IP #39 and IP #13 and IP #34
06 Area of Stationary Object,26 Loss of Time,IP #14 and IP #1 and IP #10 and IP #35 and IP #17 and IP #18 and IP #3 and IP #25
06 Area of Stationary Object,27 Loss of Energy,IP #17 and IP #12 and IP #30 and IP #35 and IP #7 and IP #28 and IP #26
06 Area of Stationary Object,28 Loss of Information,IP #2 and IP #16 and IP #7 and IP #17 and IP #32 and IP #3 and IP #24
06 Area of Stationary Object,29 Noise,IP #14 and IP #28 and IP #1 and IP #4 and IP #23 and IP #17 and IP #31
06 Area of Stationary Object,30 Harmful Emissions,IP #35 and IP #31 and IP #17 and IP #1 and IP #7 and IP #18
06 Area of Stationary Object,31 Other Harmful Effects Generated by System,IP #40 and IP #1 and IP #7 and IP #24 and IP #15 and IP #12 and IP #9 and IP #18 and IP #28
06 Area of Stationary Object,32 Adaptability/Versatility,IP #15 and IP #4 and IP #28 and IP #29 and IP #32 and IP #35 and IP #37 and IP #3
06 Area of Stationary Object,33 Compatibility/ Connectability,IP #24 and IP #2 and IP #17 and IP #5 and IP #15 and IP #35
06 Area of Stationary Object,34 Trainability/Operability/Controllability,IP #10 and IP #4 and IP #24 and IP #25 and IP #26 and IP #16
06 Area of Stationary Object,35 Reliability/Robustness,IP #35 and IP #40 and IP #4 and IP #5 and IP #25 and IP #28 and IP #7 and IP #32
06 Area of Stationary Object,36 Repairability,IP #1 and IP #16 and IP #32 and IP #17 and IP #13
06 Area of Stationary Object,37 Security,IP #17 and IP #35 and IP #28 and IP #2 and IP #24
06 Area of Stationary Object,38 Safety/Vulnerability,IP #35 and IP #7 and IP #14 and IP #3 and IP #32 and IP #28
06 Area of Stationary Object,39 Aesthetics/Appearance,IP #14 and IP #3 and IP #32 and IP #26 and IP #4 and IP #1
06 Area of Stationary Object,40 Other Harmful Effects Acting on System,IP #35 and IP #39 and IP #24 and IP #1 and IP #2 and IP #33 and IP #37 and IP #12 and IP #3
06 Area of Stationary Object,41 Manufacturability,IP #16 and IP #17 and IP #40 and IP #13 and IP #10 and IP #5 and IP #36 and IP #32
06 Area of Stationary Object,42 Manufacture Precision/Consistency,IP #35 and IP #2 and IP #29 and IP #36 and IP #18 and IP #32 and IP #24 and IP #25
06 Area of Stationary Object,43 Automation,IP #25 and IP #10 and IP #3 and IP #28 and IP #13 and IP #15
06 Area of Stationary Object,44 Productivity,IP #10 and IP #17 and IP #7 and IP #15 and IP #25 and IP #29
06 Area of Stationary Object,45 System Complexity,IP #1 and IP #26 and IP #28 and IP #18 and IP #36 and IP #13 and IP #17
06 Area of Stationary Object,46 Control Complexity,IP #25 and IP #10 and IP #3 and IP #19 and IP #15 and IP #13
06 Area of Stationary Object,47 Ability to Detect/Measure,IP #32 and IP #35 and IP #18 and IP #2 and IP #30 and IP #24 and IP #28
06 Area of Stationary Object,48 Measurement Precision,IP #28 and IP #3 and IP #32 and IP #26 and IP #37 and IP #18
07 Volume of Moving Object,01 Weight of Moving Object,IP #31 and IP #35 and IP #40 and IP #2 and IP #30 and IP #29 and IP #26 and IP #19
07 Volume of Moving Object,02 Weight of Stationary Object,IP #31 and IP #40 and IP #35 and IP #26 and IP #2 and IP #13 and IP #30
07 Volume of Moving Object,03 Length/Angle of Moving Object,IP #1 and IP #7 and IP #4 and IP #35 and IP #3 and IP #29 and IP #15 and IP #13 and IP #30
07 Volume of Moving Object,04 Length/Angle of Stationary Object,IP #7 and IP #15 and IP #4 and IP #3 and IP #1 and IP #35 and IP #19 and IP #10
07 Volume of Moving Object,05 Area of Moving Object,IP #17 and IP #4 and IP #7 and IP #1 and IP #31 and IP #5 and IP #24 and IP #36 and IP #35
07 Volume of Moving Object,06 Area of Stationary Object,IP #17 and IP #14 and IP #4 and IP #3 and IP #31 and IP #7 and IP #35
07 Volume of Moving Object,07 Volume of Moving Object,see physical contradiction
07 Volume of Moving Object,08 Volume of Stationary Object,IP #35 and IP #14 and IP #28 and IP #2 and IP #3 and IP #24 and IP #13
07 Volume of Moving Object,09 Shape,IP #15 and IP #1 and IP #14 and IP #19 and IP #29 and IP #14 and IP #38 and IP #25
07 Volume of Moving Object,10 Amount of Substance,IP #30 and IP #31 and IP #7 and IP #4 and IP #29 and IP #36
07 Volume of Moving Object,11 Amount of Information,IP #10 and IP #2 and IP #28 and IP #7 and IP #32 and IP #3 and IP #15 and IP #26
07 Volume of Moving Object,12 Duration of Action of Moving Object,IP #4 and IP #36 and IP #35 and IP #31 and IP #6 and IP #1 and IP #30 and IP #28 and IP #5
07 Volume of Moving Object,13 Duration of Action of Stationary Object,IP #30 and IP #31 and IP #1 and IP #35 and IP #4 and IP #28 and IP #38 and IP #5
07 Volume of Moving Object,14 Speed,IP #29 and IP #4 and IP #28 and IP #1 and IP #35 and IP #38 and IP #3 and IP #13 and IP #14
07 Volume of Moving Object,15 Force/Torque,IP #15 and IP #1 and IP #35 and IP #3 and IP #36 and IP #4 and IP #14 and IP #37 and IP #19
07 Volume of Moving Object,16 Energy Used by Moving Object,IP #35 and IP #13 and IP #19 and IP #38 and IP #33 and IP #25 and IP #10
07 Volume of Moving Object,17 Energy Used by Stationary Object,IP #35 and IP #38 and IP #33 and IP #19 and IP #10 and IP #25
07 Volume of Moving Object,18 Power,IP #35 and IP #19 and IP #6 and IP #10 and IP #13 and IP #24 and IP #18 and IP #31 and IP #1
07 Volume of Moving Object,19 Stress/Pressure,IP #35 and IP #9 and IP #3 and IP #40 and IP #1 and IP #3 and IP #10 and IP #36 and IP #37
07 Volume of Moving Object,20 Strength,IP #14 and IP #15 and IP #7 and IP #4 and IP #9 and IP #31 and IP #30 and IP #40 and IP #1 and 
07 Volume of Moving Object,21 Stability,IP #28 and IP #10 and IP #1 and IP #3 and IP #39 and IP #19 and IP #35 and IP #33 and IP #30
07 Volume of Moving Object,22 Temperature,IP #10 and IP #39 and IP #18 and IP #31 and IP #34 and IP #1 and IP #2 and IP #3 and IP #24
07 Volume of Moving Object,23 Illumination Intensity,IP #35 and IP #2 and IP #28 and IP #25 and IP #13 and IP #10 and IP #30 and IP #19
07 Volume of Moving Object,24 Function Efficiency,IP #28 and IP #10 and IP #13 and IP #25 and IP #34 and IP #2 and IP #5 and IP #35 and IP #1
07 Volume of Moving Object,25 Loss of Substance,IP #35 and IP #10 and IP #34 and IP #2 and IP #36 and IP #39 and IP #31 and IP #5 and IP #13 and 
07 Volume of Moving Object,26 Loss of Time,IP #10 and IP #19 and IP #2 and IP #6 and IP #34 and IP #38 and IP #30 and IP #31
07 Volume of Moving Object,27 Loss of Energy,IP #28 and IP #15 and IP #4 and IP #38 and IP #7 and IP #3 and IP #19 and IP #13 and IP #9
07 Volume of Moving Object,28 Loss of Information,IP #28 and IP #3 and IP #2 and IP #10 and IP #22 and IP #35 and IP #26 and IP #32
07 Volume of Moving Object,29 Noise,IP #31 and IP #1 and IP #3 and IP #23 and IP #13 and IP #14 and IP #4 and IP #1 and IP #35
07 Volume of Moving Object,30 Harmful Emissions,IP #35 and IP #30 and IP #24 and IP #1 and IP #31 and IP #38
07 Volume of Moving Object,31 Other Harmful Effects Generated by System,IP #2 and IP #30 and IP #40 and IP #36 and IP #25 and IP #22 and IP #31
07 Volume of Moving Object,32 Adaptability/Versatility,IP #15 and IP #29 and IP #30 and IP #35 and IP #1 and IP #13 and IP #4 and IP #19
07 Volume of Moving Object,33 Compatibility/ Connectability,IP #13 and IP #15 and IP #6 and IP #10 and IP #33 and IP #1 and IP #3 and IP #28
07 Volume of Moving Object,34 Trainability/Operability/Controllability,IP #15 and IP #3 and IP #26 and IP #25 and IP #31 and IP #13 and IP #30 and IP #12 and IP #1
07 Volume of Moving Object,35 Reliability/Robustness,IP #1 and IP #28 and IP #3 and IP #14 and IP #40 and IP #11 and IP #35 and IP #25 and IP #33
07 Volume of Moving Object,36 Repairability,IP #10 and IP #3 and IP #30 and IP #25 and IP #29 and IP #28 and IP #35
07 Volume of Moving Object,37 Security,IP #28 and IP #10 and IP #15 and IP #1 and IP #3 and IP #5 and IP #26
07 Volume of Moving Object,38 Safety/Vulnerability,IP #1 and IP #35 and IP #31 and IP #39 and IP #28 and IP #24 and IP #13 and IP #30
07 Volume of Moving Object,39 Aesthetics/Appearance,IP #3 and IP #32 and IP #15 and IP #4 and IP #14 and IP #24 and IP #5 and IP #13 and IP #9
07 Volume of Moving Object,40 Other Harmful Effects Acting on System,IP #35 and IP #9 and IP #21 and IP #22 and IP #27 and IP #2 and IP #8 and IP #31 and IP #34
07 Volume of Moving Object,41 Manufacturability,IP #1 and IP #10 and IP #3 and IP #24 and IP #40 and IP #29 and IP #34 and IP #13
07 Volume of Moving Object,42 Manufacture Precision/Consistency,IP #25 and IP #28 and IP #3 and IP #16 and IP #2 and IP #30 and IP #23 and IP #15
07 Volume of Moving Object,43 Automation,IP #24 and IP #3 and IP #35 and IP #34 and IP #16 and IP #10 and IP #31 and IP #30 and IP #13
07 Volume of Moving Object,44 Productivity,IP #2 and IP #10 and IP #35 and IP #34 and IP #6 and IP #13 and IP #15 and IP #17 and IP #20
07 Volume of Moving Object,45 System Complexity,IP #1 and IP #2 and IP #35 and IP #26 and IP #15 and IP #29 and IP #5
07 Volume of Moving Object,46 Control Complexity,IP #28 and IP #1 and IP #25 and IP #10 and IP #2 and IP #23 and IP #5 and IP #24
07 Volume of Moving Object,47 Ability to Detect/Measure,IP #26 and IP #24 and IP #5 and IP #4 and IP #29 and IP #35 and IP #28
07 Volume of Moving Object,48 Measurement Precision,IP #26 and IP #28 and IP #24 and IP #13 and IP #35 and IP #5
08 Volume of Stationary Object,01 Weight of Moving Object,IP #31 and IP #30 and IP #40 and IP #35 and IP #3 and IP #2 and IP #4 and IP #19
08 Volume of Stationary Object,02 Weight of Stationary Object,IP #35 and IP #40 and IP #31 and IP #9 and IP #14 and IP #13 and IP #3 and IP #4 and IP #26
08 Volume of Stationary Object,03 Length/Angle of Moving Object,IP #14 and IP #30 and IP #15 and IP #3 and IP #4 and IP #35 and IP #2 and IP #19
08 Volume of Stationary Object,04 Length/Angle of Stationary Object,IP #35 and IP #2 and IP #30 and IP #4 and IP #14 and IP #8 and IP #19 and IP #28 and IP #26
08 Volume of Stationary Object,05 Area of Moving Object,IP #15 and IP #14 and IP #4 and IP #30 and IP #13 and IP #3 and IP #7 and IP #28
08 Volume of Stationary Object,06 Area of Stationary Object,IP #14 and IP #3 and IP #7 and IP #4 and IP #30 and IP #13 and IP #15 and IP #26 and IP #17
08 Volume of Stationary Object,07 Volume of Moving Object,IP #14 and IP #35 and IP #3 and IP #13 and IP #28 and IP #2 and IP #30 and IP #7
08 Volume of Stationary Object,08 Volume of Stationary Object,see physical contradiction
08 Volume of Stationary Object,09 Shape,IP #7 and IP #35 and IP #2 and IP #30 and IP #31 and IP #13
08 Volume of Stationary Object,10 Amount of Substance,IP #35 and IP #3 and IP #31 and IP #40 and IP #5 and IP #13 and IP #17
08 Volume of Stationary Object,11 Amount of Information,IP #10 and IP #7 and IP #24 and IP #28 and IP #3 and IP #26 and IP #2
08 Volume of Stationary Object,12 Duration of Action of Moving Object,IP #35 and IP #19 and IP #1 and IP #38 and IP #15 and IP #34 and IP #28
